label,woonplaats,addressId,straatnaam,huisletter,huisnummer,huisnummer_toevoeging,geo
Burg Grothestraat 4 Soest,Soest,https://data.kkg.kadaster.nl/id/nummeraanduiding/0342200000014483,Burg Grothestraat,A,4,,POINT (5.2935051621987 52.187105792234)
Laanstraat 34 Soest,Soest,https://data.kkg.kadaster.nl/id/nummeraanduiding/0342200000017728,Laanstraat,A,34,,POINT (5.2783014487681 52.179865106451)
Nieuweweg 60 Soest,Soest,https://data.kkg.kadaster.nl/id/nummeraanduiding/0342200000023372,Nieuweweg,A,60,,POINT (5.2969864328831 52.168054022098)
Jacobijnenstraat 17 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000000095,Jacobijnenstraat,A,17,,POINT (5.1178262960472 52.094946058027)
Abstederdijk 142 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000000259,Abstederdijk,A,142,,POINT (5.1334554028683 52.084396453848)
Twijnstraat 21 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000000786,Twijnstraat,F,21,,POINT (5.123303357855 52.083160472194)
Twijnstraat 79 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000000790,Twijnstraat,B,79,,POINT (5.1236479630191 52.082078692185)
Catharijnesingel 39 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000000825,Catharijnesingel,A,39,,POINT (5.1132561609238 52.090566053538)
Celebesstraat 32 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000000835,Celebesstraat,B,32,,POINT (5.0890244673381 52.092484460149)
Daalseweg 191 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000000846,Daalseweg,A,191,,POINT (5.076264064917 52.120554962657)
Nachtegaalstraat 7 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000001053,Nachtegaalstraat,C,7,,POINT (5.1285413326852 52.09260199158)
Nachtegaalstraat 9 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000001056,Nachtegaalstraat,E,9,,POINT (5.128720311162 52.092575824327)
Nicolaasweg 142 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000001071,Nicolaasweg,A,142,,POINT (5.1374218247496 52.085151616193)
Nieuwegracht 30 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000001078,Nieuwegracht,B,30,,POINT (5.1247264481327 52.088792383465)
Nieuwegracht 66 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000001083,Nieuwegracht,A,66,,POINT (5.1261615493687 52.087332905182)
Oosterstraat 8 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000001111,Oosterstraat,D,8,,POINT (5.1324437364323 52.086067410412)
Oudegracht 209 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000001457,Oudegracht,A,209,,POINT (5.1211983157029 52.088148885513)
Oudegracht 240 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000001474,Oudegracht,A,240,,POINT (5.1219791837102 52.087858307649)
Oudegracht 317 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000001507,Oudegracht,A,317,,POINT (5.1222156259483 52.085190029335)
Abstederdijk 2 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000001537,Abstederdijk,A,2,,POINT (5.1260437422726 52.081113949349)
Van Egmondkade 2 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000001556,Van Egmondkade,A,2,,POINT (5.0938222619773 52.106576078374)
Nieuwegracht 8 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000001840,Nieuwegracht,A,8,,POINT (5.1241865077517 52.089673916265)
Voorstraat 3 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000002099,Voorstraat,A,3,,POINT (5.1189337383254 52.093805292365)
Ridderhofstad 2 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000002176,Ridderhofstad,B,2,,POINT (5.1262479846103 52.08914643009)
Wittevrouwensingel 100 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000002222,Wittevrouwensingel,A,100,,POINT (5.1256589366639 52.098058251197)
Adelaarstraat 2 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000002432,Adelaarstraat,B,2,,POINT (5.1141947742025 52.098801259138)
Amsterdamsestraatweg 241 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000002451,Amsterdamsestraatweg,D,241,,POINT (5.1006451765107 52.100493479931)
Pieterskerkhof 19 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000002732,Pieterskerkhof,A,19,,POINT (5.1240507566311 52.091598020896)
Plompetorengracht 8 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000002775,Plompetorengracht,C,8,,POINT (5.1233236127543 52.095685226323)
Plompetorengracht 18 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000002781,Plompetorengracht,B,18,,POINT (5.1235370862109 52.096310913063)
Plompetorengracht 24 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000002785,Plompetorengracht,B,24,,POINT (5.1236314657265 52.096614875406)
Van Asch van Wijckskade 11 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000002867,Van Asch van Wijckskade,A,11,,POINT (5.1190173244096 52.09613234737)
Riouwstraat 13 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000003149,Riouwstraat,A,13,,POINT (5.1001655464681 52.092504729025)
Lange Viestraat 1 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000003296,Lange Viestraat,A,1,,POINT (5.116189902925 52.093440088765)
Leidseweg 30 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000003320,Leidseweg,B,30,,POINT (5.1024717096392 52.089588226745)
Wijde Begijnestraat 21 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000003391,Wijde Begijnestraat,A,21,,POINT (5.1219792461475 52.095975203025)
Zadelstraat 11 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000003398,Zadelstraat,B,11,,POINT (5.1196525951324 52.09024107306)
Zonstraat 102 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000003424,Zonstraat,D,102,,POINT (5.135096882458 52.085088020823)
Jakob Grimmstraat 2 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000003630,Jakob Grimmstraat,A,2,,POINT (5.08223846795 52.088877193138)
Hasebroekstraat 2 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000003796,Hasebroekstraat,A,2,,POINT (5.0962301657232 52.093792852621)
Herenstraat 25 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000003830,Herenstraat,G,25,,POINT (5.1262856421003 52.089554616545)
Ramstraat 27 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000004021,Ramstraat,A,27,,POINT (5.1393818995809 52.093181237653)
Maliebaan 2 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000004615,Maliebaan,B,2,,POINT (5.1305041796101 52.089749749023)
Maliebaan 14 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000004617,Maliebaan,C,14,,POINT (5.1315997321291 52.090493500332)
Maliebaan 71 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000004619,Maliebaan,B,71,,POINT (5.1342490666835 52.091363298678)
Maliebaan 81 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000004626,Maliebaan,A,81,,POINT (5.1349426219975 52.091822555303)
Mariaplaats 16 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000004643,Mariaplaats,B,16,,POINT (5.1163773365939 52.089926779048)
Mariaplaats 17 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000004644,Mariaplaats,B,17,,POINT (5.1162913121549 52.089908919875)
Mariaplaats 18 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000004646,Mariaplaats,C,18,,POINT (5.1161707062232 52.090196979923)
Mauritsstraat 1 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000004653,Mauritsstraat,A,1,,POINT (5.1420493704211 52.09109085236)
Minrebroederstraat 15 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000004664,Minrebroederstraat,C,15,,POINT (5.1211560495615 52.092464526815)
Minrebroederstraat 17 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000004672,Minrebroederstraat,E,17,,POINT (5.1212805888249 52.092480051494)
Burgemeester Reigerstraat 34 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000004700,Burgemeester Reigerstraat,A,34,,POINT (5.135269334454 52.089855911088)
Nicolaas Ruychaverstraat 65 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000004771,Nicolaas Ruychaverstraat,A,65,,POINT (5.0949903216237 52.111365482042)
Boorstraat 109 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000004826,Boorstraat,A,109,,POINT (5.1051033530227 52.097083274874)
Karel Doormanlaan 21 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000005496,Karel Doormanlaan,A,21,,POINT (5.1415279360483 52.096538406742)
Catharijnekade 7 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000008552,Catharijnekade,A,7,,POINT (5.1117212874128 52.093474377327)
Mariaplaats 21 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000019488,Mariaplaats,A,21,,POINT (5.1161043293908 52.089896059614)
Nachtegaalstraat 55 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000019583,Nachtegaalstraat,A,55,,POINT (5.1312382951431 52.091626874856)
Oranje-Nassaulaan 1 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000021818,Oranje-Nassaulaan,A,1,,POINT (5.1218352014932 52.069901224947)
Rozenstraat 1 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000026152,Rozenstraat,C,1,,POINT (5.115220827499 52.094261604461)
Wittevrouwensingel 12 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000035419,Wittevrouwensingel,G,12,,POINT (5.1285690579125 52.093977611944)
Wittevrouwensingel 78 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000035424,Wittevrouwensingel,B,78,,POINT (5.1274261089853 52.097547645132)
Wittevrouwensingel 79 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000035426,Wittevrouwensingel,C,79,,POINT (5.1274261089853 52.097547645132)
Wittevrouwensingel 81 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000035430,Wittevrouwensingel,C,81,,POINT (5.1274261089853 52.097547645132)
Oudegracht 3 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037020,Oudegracht,B,3,,POINT (5.1159334356186 52.096047016456)
Oudegracht 67 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037025,Oudegracht,B,67,,POINT (5.1162613751235 52.094245098038)
Oudegracht 77 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000037026,Oudegracht,A,77,,POINT (5.1163006328 52.093772263373)
Ridderschapstraat 10 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000038598,Ridderschapstraat,A,10,,POINT (5.1247588845598 52.095876495438)
Nicolaas Ruychaverstraat 53 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000038617,Nicolaas Ruychaverstraat,A,53,,POINT (5.0954377590933 52.111106215095)
Oleanderstraat 2 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000039479,Oleanderstraat,A,2,,POINT (5.0930406972976 52.103846113462)
Hyacintstraat 30 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000039481,Hyacintstraat,A,30,,POINT (5.0931946666532 52.103879807152)
Leidsekade 79 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000039631,Leidsekade,A,79,,POINT (5.0986346160609 52.088967825822)
Voorstraat 13 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000039635,Voorstraat,A,13,,POINT (5.1191959879395 52.094045393572)
Bankastraat 1 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000040703,Bankastraat,B,1,,POINT (5.0946272670549 52.088249087056)
Meloenstraat 2 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000041772,Meloenstraat,A,2,,POINT (5.1059024401713 52.105952627668)
Catharijnesingel 54 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000043900,Catharijnesingel,A,54,,POINT (5.1139868758057 52.089751272846)
Nachtegaalstraat 39 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000044059,Nachtegaalstraat,B,39,,POINT (5.130249253955 52.092051890361)
Adriaanstraat 24 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000049717,Adriaanstraat,A,24,,POINT (5.134093910987 52.094311588118)
Croeselaan 266 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000050890,Croeselaan,A,266,,POINT (5.1151162329408 52.078468158668)
Amaliadwarsstraat 2 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000051623,Amaliadwarsstraat,B,2,,POINT (5.1179508710632 52.07580446843)
Boothstraat 2 Utrecht,Utrecht,https://data.kkg.kadaster.nl/id/nummeraanduiding/0344200000052893,Boothstraat,A,2,,POINT (5.1220114891459 52.094184530678)
Boteringesingel 4 Groningen,Groningen,https://data.kkg.kadaster.nl/id/nummeraanduiding/0014200010868499,Boteringesingel,,4,,POINT (6.5606589136102 53.225902477642)
Beilerstraat 81 Assen,Assen,https://data.kkg.kadaster.nl/id/nummeraanduiding/0106200000002268,Beilerstraat,,81,,POINT (6.5592855074092 52.988877090098)
Beilerstraat 103 Assen,Assen,https://data.kkg.kadaster.nl/id/nummeraanduiding/0106200000002285,Beilerstraat,,103,,POINT (6.5593526940145 52.988606820649)
Geert Grootelaan 13 Almelo,Almelo,https://data.kkg.kadaster.nl/id/nummeraanduiding/0141200000059118,Geert Grootelaan,,13,,POINT (6.672963348222 52.354184718534)
Noordenbergsingel 4 Deventer,Deventer,https://data.kkg.kadaster.nl/id/nummeraanduiding/0150200000027138,Noordenbergsingel,,4,,POINT (6.1501345558573 52.255965486833)
Stationsstraat 13 Apeldoorn,Apeldoorn,https://data.kkg.kadaster.nl/id/nummeraanduiding/0200200000051429,Stationsstraat,,13,,POINT (5.9675789187417 52.210825892969)
Bovenbrugstraat 6 Arnhem,Arnhem,https://data.kkg.kadaster.nl/id/nummeraanduiding/0202200000342527,Bovenbrugstraat,,6,,POINT (5.8973777275722 51.985845096743)
Velperweg 89 Arnhem,Arnhem,https://data.kkg.kadaster.nl/id/nummeraanduiding/0202200000350589,Velperweg,,89,,POINT (5.9354814647199 51.989354215105)
Velperweg 76 Arnhem,Arnhem,https://data.kkg.kadaster.nl/id/nummeraanduiding/0202200000836330,Velperweg,,76,,POINT (5.9300957125773 51.987605034977)
Groesbeekseweg 200 Nijmegen,Nijmegen,https://data.kkg.kadaster.nl/id/nummeraanduiding/0268200000016196,Groesbeekseweg,,200,,POINT (5.8711072333138 51.833937042623)
Hendrik de Keijserstraat 28 Nijmegen,Nijmegen,https://data.kkg.kadaster.nl/id/nummeraanduiding/0268200000017955,Hendrik de Keijserstraat,,28,,POINT (5.8236662773103 51.834221508375)
Hendrik de Keijserstraat 43 Nijmegen,Nijmegen,https://data.kkg.kadaster.nl/id/nummeraanduiding/0268200000017965,Hendrik de Keijserstraat,,43,,POINT (5.8230673126053 51.833796405674)
Hendrik de Keijserstraat 46 Nijmegen,Nijmegen,https://data.kkg.kadaster.nl/id/nummeraanduiding/0268200000073587,Hendrik de Keijserstraat,,46,,POINT (5.8233677291684 51.834490510747)
van den Havestraat 64 Nijmegen,Nijmegen,https://data.kkg.kadaster.nl/id/nummeraanduiding/0268200000080765,van den Havestraat,,64,,POINT (5.8714646181375 51.841702408819)
Gein-Noord 60 Abcoude,Abcoude,https://data.kkg.kadaster.nl/id/nummeraanduiding/0305200000001420,Gein-Noord,,60,,POINT (5.0029578755813 52.291399009593)
Kerkplein 17 Abcoude,Abcoude,https://data.kkg.kadaster.nl/id/nummeraanduiding/0305200000001665,Kerkplein,,17,,POINT (4.9737609730601 52.272070812114)
Hoogstraat 9 Abcoude,Abcoude,https://data.kkg.kadaster.nl/id/nummeraanduiding/0305200000001877,Hoogstraat,,9,,POINT (4.9746469436376 52.27155871506)
Hoogstraat 24 Abcoude,Abcoude,https://data.kkg.kadaster.nl/id/nummeraanduiding/0305200000001897,Hoogstraat,,24,,POINT (4.9741670564446 52.271013661471)
Raadhuislaan 8 Abcoude,Abcoude,https://data.kkg.kadaster.nl/id/nummeraanduiding/0305200000003059,Raadhuislaan,,8,,POINT (4.97245417716 52.269702512836)
Langestraat 17 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000381379,Langestraat,,17,,POINT (5.3883041109879 52.154507457801)
Piersonlaan 16 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000381758,Piersonlaan,,16,,POINT (5.3601939787138 52.150683280656)
Coninckstraat 15 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000381850,Coninckstraat,,15,,POINT (5.3933720064951 52.157849454827)
Stephensonstraat 87 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000382582,Stephensonstraat,,87,,POINT (5.3828150630683 52.139700926658)
Bekensteinselaan 16 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000383445,Bekensteinselaan,,16,,POINT (5.3877441209631 52.151705654869)
Everard Meysterweg 18 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000383725,Everard Meysterweg,,18,,POINT (5.3893961413636 52.14436095984)
Groen van Prinstererlaan 21 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000384018,Groen van Prinstererlaan,,21,,POINT (5.3641622553188 52.151165780438)
Regentesselaan 37 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000386086,Regentesselaan,,37,,POINT (5.3749522396629 52.152242516109)
Fahrenheitstraat 4 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000388780,Fahrenheitstraat,,4,,POINT (5.3870728647278 52.143311011696)
Voltastraat 55 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000389839,Voltastraat,,55,,POINT (5.3830434270188 52.140791712247)
Van Lenneplaan 8 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000390143,Van Lenneplaan,,8,,POINT (5.3735181271339 52.144947660411)
Primulastraat 53 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000392126,Primulastraat,,53,,POINT (5.3602087793359 52.159847285262)
Jacob Catslaan 18 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000392223,Jacob Catslaan,,18,,POINT (5.3726248961994 52.14456457836)
Leusderweg 70 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000395943,Leusderweg,,70,,POINT (5.3825580600365 52.14608936954)
Regentesselaan 22 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000397769,Regentesselaan,,22,,POINT (5.3740465976364 52.151285834151)
Soesterweg 451 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000398387,Soesterweg,,451,,POINT (5.3530634918917 52.159476040244)
Bekensteinselaan 42 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000398572,Bekensteinselaan,,42,,POINT (5.3888076618767 52.151044940739)
Langestraat 54 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000399509,Langestraat,,54,,POINT (5.3897605994237 52.15572493785)
Buijs Ballotstraat 37 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000400083,Buijs Ballotstraat,,37,,POINT (5.3801027145932 52.137980054861)
Vermeerstraat 87 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000402379,Vermeerstraat,,87,,POINT (5.3918956730636 52.147697386999)
Snouckaertlaan 20 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000402452,Snouckaertlaan,,20,,POINT (5.3830658450158 52.153160646331)
Hendrik van Viandenstraat 7 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000403321,Hendrik van Viandenstraat,,7,,POINT (5.3911256924296 52.1521936309)
Van Limburg Stirumlaan 16 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000404946,Van Limburg Stirumlaan,,16,,POINT (5.3662594372521 52.150167339361)
Kapelweg 55 Amersfoort,Amersfoort,https://data.kkg.kadaster.nl/id/nummeraanduiding/0307200000405147,Kapelweg,,55,,POINT (5.3756974554954 52.143525907459)
